#                                                                                
# Lorentzian broadening with gamma= 0.050000  [eV]
# Im(epsilon) shifted by   1.0000   [eV]
# No intraband contributions added
#
# Energy [eV]  ref_ind_xx    extinct_xx
#
  33.919000  0.710221E+00  0.131620E+00
  33.946220  0.710726E+00  0.129574E+00
  33.973430  0.711288E+00  0.127518E+00
  34.000640  0.711960E+00  0.125440E+00
  34.027850  0.712780E+00  0.123305E+00
  34.055060  0.713909E+00  0.121144E+00
  34.082270  0.715360E+00  0.119217E+00
  34.109480  0.716888E+00  0.117623E+00
  34.136700  0.718322E+00  0.116221E+00
  34.163910  0.719693E+00  0.114838E+00
  34.191120  0.721104E+00  0.113456E+00
  34.218330  0.722572E+00  0.112072E+00
  34.245540  0.724202E+00  0.110654E+00
  34.272750  0.726104E+00  0.109362E+00
  34.299960  0.728151E+00  0.108402E+00
  34.327180  0.730075E+00  0.107726E+00
  34.354390  0.731859E+00  0.107076E+00
  34.381600  0.733690E+00  0.106399E+00
  34.408810  0.735658E+00  0.105799E+00
  34.436020  0.737734E+00  0.105386E+00
  34.463230  0.739834E+00  0.105188E+00
  34.490440  0.741926E+00  0.105170E+00
  34.517650  0.744019E+00  0.105340E+00
  34.544870  0.746108E+00  0.105720E+00
  34.572080  0.748180E+00  0.106351E+00
  34.599290  0.750196E+00  0.107297E+00
  34.626500  0.752063E+00  0.108626E+00
  34.653710  0.753614E+00  0.110380E+00
  34.680920  0.754598E+00  0.112477E+00
  34.708130  0.754897E+00  0.114642E+00
  34.735350  0.754500E+00  0.116722E+00
  34.762560  0.753294E+00  0.118389E+00
  34.789770  0.751579E+00  0.119141E+00
  34.816980  0.750001E+00  0.118926E+00
  34.844190  0.748945E+00  0.118142E+00
  34.871400  0.748396E+00  0.117224E+00
  34.898610  0.748082E+00  0.116341E+00
  34.925830  0.747872E+00  0.115364E+00
  34.953040  0.747881E+00  0.114194E+00
  34.980250  0.748298E+00  0.112978E+00
  35.007460  0.749020E+00  0.111987E+00
  35.034670  0.749812E+00  0.111232E+00
  35.061880  0.750611E+00  0.110583E+00
  35.089090  0.751481E+00  0.110002E+00
  35.116310  0.752448E+00  0.109570E+00
  35.143520  0.753412E+00  0.109379E+00
  35.170730  0.754188E+00  0.109392E+00
  35.197940  0.754683E+00  0.109380E+00
  35.225150  0.755087E+00  0.109159E+00
  35.252360  0.755578E+00  0.108819E+00
  35.279570  0.756141E+00  0.108472E+00
  35.306790  0.756753E+00  0.108100E+00
  35.334000  0.757473E+00  0.107727E+00
  35.361210  0.758304E+00  0.107445E+00
  35.388420  0.759173E+00  0.107318E+00
  35.415630  0.759990E+00  0.107328E+00
  35.442840  0.760730E+00  0.107429E+00
  35.470050  0.761380E+00  0.107608E+00
  35.497270  0.761906E+00  0.107843E+00
  35.524480  0.762281E+00  0.108085E+00
  35.551690  0.762510E+00  0.108261E+00
  35.578900  0.762649E+00  0.108319E+00
  35.606110  0.762761E+00  0.108248E+00
  35.633320  0.762912E+00  0.108073E+00
  35.660530  0.763120E+00  0.107866E+00
  35.687740  0.763340E+00  0.107656E+00
  35.714960  0.763548E+00  0.107426E+00
  35.742170  0.763748E+00  0.107150E+00
  35.769380  0.763984E+00  0.106836E+00
  35.796590  0.764219E+00  0.106539E+00
  35.823800  0.764405E+00  0.106207E+00
  35.851010  0.764569E+00  0.105782E+00
  35.878220  0.764777E+00  0.105241E+00
  35.905440  0.765099E+00  0.104628E+00
  35.932650  0.765536E+00  0.104021E+00
  35.959860  0.766036E+00  0.103454E+00
  35.987070  0.766570E+00  0.102901E+00
  36.014280  0.767161E+00  0.102350E+00
  36.041490  0.767817E+00  0.101831E+00
  36.068700  0.768515E+00  0.101365E+00
  36.095920  0.769230E+00  0.100941E+00
  36.123130  0.769974E+00  0.100539E+00
  36.150340  0.770770E+00  0.100185E+00
  36.177550  0.771597E+00  0.999215E-01
  36.204760  0.772409E+00  0.997606E-01
  36.231970  0.773168E+00  0.996924E-01
  36.259180  0.773826E+00  0.997088E-01
  36.286400  0.774312E+00  0.997529E-01
  36.313610  0.774616E+00  0.996844E-01
  36.340820  0.774860E+00  0.994007E-01
  36.368030  0.775199E+00  0.989288E-01
  36.395240  0.775681E+00  0.983976E-01
  36.422450  0.776247E+00  0.978602E-01
  36.449660  0.776876E+00  0.972990E-01
  36.476880  0.777585E+00  0.967077E-01
  36.504090  0.778390E+00  0.960935E-01
  36.531300  0.779319E+00  0.954701E-01
  36.558510  0.780398E+00  0.948736E-01
  36.585720  0.781636E+00  0.943682E-01
  36.612930  0.782991E+00  0.940198E-01
  36.640140  0.784386E+00  0.938490E-01
  36.667360  0.785779E+00  0.938243E-01
  36.694570  0.787156E+00  0.939419E-01
  36.721780  0.788467E+00  0.941955E-01
  36.748990  0.789681E+00  0.945244E-01
  36.776200  0.790812E+00  0.948698E-01
  36.803410  0.791918E+00  0.951739E-01
  36.830620  0.793118E+00  0.954554E-01
  36.857830  0.794482E+00  0.958360E-01
  36.885050  0.795995E+00  0.964921E-01
  36.912260  0.797431E+00  0.976156E-01
  36.939470  0.798417E+00  0.990454E-01
  36.966680  0.798984E+00  0.100391E+00
  36.993890  0.799363E+00  0.101583E+00
  37.021100  0.799651E+00  0.102671E+00
  37.048310  0.799890E+00  0.103724E+00
  37.075530  0.800051E+00  0.104814E+00
  37.102740  0.800048E+00  0.105973E+00
  37.129950  0.799738E+00  0.107141E+00
  37.157160  0.799091E+00  0.108083E+00
  37.184370  0.798310E+00  0.108665E+00
  37.211580  0.797548E+00  0.108942E+00
  37.238790  0.796878E+00  0.108985E+00
  37.266010  0.796330E+00  0.108889E+00
  37.293220  0.795848E+00  0.108709E+00
  37.320430  0.795402E+00  0.108418E+00
  37.347640  0.795019E+00  0.107998E+00
  37.374850  0.794717E+00  0.107479E+00
  37.402060  0.794447E+00  0.106877E+00
  37.429270  0.794151E+00  0.106087E+00
  37.456490  0.793969E+00  0.104926E+00
  37.483700  0.794189E+00  0.103432E+00
  37.510910  0.794992E+00  0.101838E+00
  37.538120  0.796377E+00  0.100434E+00
  37.565330  0.798200E+00  0.994386E-01
  37.592540  0.800252E+00  0.989751E-01
  37.619750  0.802306E+00  0.990391E-01
  37.646970  0.804230E+00  0.995670E-01
  37.674180  0.805867E+00  0.100564E+00
  37.701390  0.806888E+00  0.101867E+00
  37.728600  0.807227E+00  0.102960E+00
  37.755810  0.807204E+00  0.103520E+00
  37.783020  0.807229E+00  0.103433E+00
  37.810230  0.807686E+00  0.102916E+00
  37.837450  0.808714E+00  0.102304E+00
  37.864660  0.810205E+00  0.101947E+00
  37.891870  0.811852E+00  0.101920E+00
  37.919080  0.813578E+00  0.102016E+00
  37.946290  0.815620E+00  0.102234E+00
  37.973500  0.818062E+00  0.102919E+00
  38.000710  0.820593E+00  0.104455E+00
  38.027920  0.822542E+00  0.106792E+00
  38.055140  0.823673E+00  0.109293E+00
  38.082350  0.824245E+00  0.111638E+00
  38.109560  0.824396E+00  0.113719E+00
  38.136770  0.824290E+00  0.115376E+00
  38.163980  0.824249E+00  0.116522E+00
  38.191190  0.824646E+00  0.117378E+00
  38.218400  0.825562E+00  0.118364E+00
  38.245620  0.826826E+00  0.119846E+00
  38.272830  0.828015E+00  0.122011E+00
  38.300040  0.828793E+00  0.124634E+00
  38.327250  0.829108E+00  0.127581E+00
  38.354460  0.828732E+00  0.130738E+00
  38.381670  0.827571E+00  0.133671E+00
  38.408880  0.825937E+00  0.136070E+00
  38.436100  0.824121E+00  0.137957E+00
  38.463310  0.822260E+00  0.139416E+00
  38.490520  0.820416E+00  0.140540E+00
  38.517730  0.818557E+00  0.141331E+00
  38.544940  0.816857E+00  0.141718E+00
  38.572150  0.815416E+00  0.141992E+00
  38.599360  0.813896E+00  0.142238E+00
  38.626580  0.812131E+00  0.142001E+00
  38.653790  0.810723E+00  0.140851E+00
  38.681000  0.810345E+00  0.139350E+00
  38.708210  0.810734E+00  0.138107E+00
  38.735420  0.811593E+00  0.137136E+00
  38.762630  0.812909E+00  0.136380E+00
  38.789840  0.814762E+00  0.135898E+00
  38.817060  0.817241E+00  0.135867E+00
  38.844270  0.820312E+00  0.136601E+00
  38.871480  0.823748E+00  0.138346E+00
  38.898690  0.827345E+00  0.141252E+00
  38.925900  0.830846E+00  0.145563E+00
  38.953110  0.833755E+00  0.151521E+00
  38.980320  0.835242E+00  0.159121E+00
  39.007540  0.834392E+00  0.167694E+00
  39.034750  0.830940E+00  0.175834E+00
  39.061960  0.826074E+00  0.182474E+00
  39.089170  0.820762E+00  0.188372E+00
  39.116380  0.814576E+00  0.193999E+00
  39.143590  0.807078E+00  0.199328E+00
  39.170800  0.797461E+00  0.203847E+00
  39.198010  0.785369E+00  0.205717E+00
  39.225230  0.772983E+00  0.202846E+00
  39.252440  0.763498E+00  0.196419E+00
  39.279650  0.757395E+00  0.189084E+00
  39.306860  0.753668E+00  0.182134E+00
  39.334070  0.751549E+00  0.175901E+00
  39.361280  0.750501E+00  0.170566E+00
  39.388490  0.749978E+00  0.166109E+00
  39.415710  0.749610E+00  0.162266E+00
  39.442920  0.749274E+00  0.158682E+00
  39.470130  0.749195E+00  0.155078E+00
  39.497340  0.749652E+00  0.151629E+00
  39.524550  0.750524E+00  0.148594E+00
  39.551760  0.751613E+00  0.145945E+00
  39.578970  0.752898E+00  0.143584E+00
  39.606190  0.754443E+00  0.141508E+00
  39.633400  0.756287E+00  0.139834E+00
  39.660610  0.758318E+00  0.138724E+00
  39.687820  0.760272E+00  0.138233E+00
  39.715030  0.761870E+00  0.138106E+00
  39.742240  0.763289E+00  0.137919E+00
  39.769450  0.764988E+00  0.137748E+00
  39.796670  0.767036E+00  0.138009E+00
  39.823880  0.769187E+00  0.138918E+00
  39.851090  0.771185E+00  0.140503E+00
  39.878300  0.772802E+00  0.142612E+00
  39.905510  0.774088E+00  0.145011E+00
  39.932720  0.775233E+00  0.147717E+00
  39.959930  0.776326E+00  0.151016E+00
  39.987150  0.777027E+00  0.155331E+00
  40.014360  0.776516E+00  0.160628E+00
  40.041570  0.774234E+00  0.166028E+00
  40.068780  0.770665E+00  0.170617E+00
  40.095990  0.766526E+00  0.174416E+00
  40.123200  0.761868E+00  0.177652E+00
  40.150410  0.756787E+00  0.180124E+00
  40.177630  0.751627E+00  0.181912E+00
  40.204840  0.746469E+00  0.183277E+00
  40.232050  0.741135E+00  0.184353E+00
  40.259260  0.735487E+00  0.184939E+00
  40.286470  0.729723E+00  0.184800E+00
  40.313680  0.724190E+00  0.183961E+00
  40.340890  0.719114E+00  0.182713E+00
  40.368100  0.714447E+00  0.181375E+00
  40.395320  0.710022E+00  0.180129E+00
  40.422530  0.705630E+00  0.179068E+00
  40.449740  0.701046E+00  0.178135E+00
  40.476950  0.696191E+00  0.177188E+00
  40.504160  0.691048E+00  0.176182E+00
  40.531370  0.685533E+00  0.175079E+00
  40.558580  0.679580E+00  0.173770E+00
  40.585800  0.673191E+00  0.172170E+00
  40.613010  0.666345E+00  0.170261E+00
  40.640220  0.658967E+00  0.168059E+00
  40.667430  0.650778E+00  0.165629E+00
  40.694640  0.641216E+00  0.162785E+00
  40.721850  0.629548E+00  0.158893E+00
  40.749060  0.615015E+00  0.152486E+00
  40.776280  0.597430E+00  0.140486E+00
