#                                                                                
# Lorentzian broadening with gamma= 0.050000  [eV]
# Im(epsilon) shifted by   1.0000   [eV]
# No intraband contributions added
#
# Energy [eV]  ref_ind_xx    extinct_xx
#
  34.027850  0.913669E+00  0.259023E+00
  34.055060  0.919256E+00  0.257515E+00
  34.082270  0.925743E+00  0.256930E+00
  34.109480  0.933305E+00  0.257786E+00
  34.136700  0.941617E+00  0.260967E+00
  34.163910  0.949589E+00  0.266910E+00
  34.191120  0.956268E+00  0.275310E+00
  34.218330  0.961087E+00  0.285769E+00
  34.245540  0.963289E+00  0.297899E+00
  34.272750  0.962209E+00  0.310553E+00
  34.299960  0.958327E+00  0.322513E+00
  34.327180  0.951930E+00  0.333803E+00
  34.354390  0.942345E+00  0.343090E+00
  34.381600  0.931402E+00  0.348527E+00
  34.408810  0.921385E+00  0.350826E+00
  34.436020  0.912977E+00  0.351610E+00
  34.463230  0.905712E+00  0.351769E+00
  34.490440  0.899376E+00  0.351624E+00
  34.517650  0.893628E+00  0.351452E+00
  34.544870  0.888422E+00  0.351185E+00
  34.572080  0.883813E+00  0.351497E+00
  34.599290  0.878531E+00  0.352978E+00
  34.626500  0.870910E+00  0.354306E+00
  34.653710  0.861646E+00  0.352579E+00
  34.680920  0.854177E+00  0.347466E+00
  34.708130  0.849860E+00  0.341519E+00
  34.735350  0.848055E+00  0.336543E+00
  34.762560  0.847453E+00  0.333812E+00
  34.789770  0.845654E+00  0.332947E+00
  34.816980  0.842660E+00  0.331601E+00
  34.844190  0.839734E+00  0.329966E+00
  34.871400  0.836486E+00  0.328340E+00
  34.898610  0.832818E+00  0.326164E+00
  34.925830  0.829256E+00  0.323126E+00
  34.953040  0.826283E+00  0.319415E+00
  34.980250  0.824127E+00  0.315366E+00
  35.007460  0.822871E+00  0.311375E+00
  35.034670  0.822321E+00  0.307935E+00
  35.061880  0.821817E+00  0.305312E+00
  35.089090  0.820543E+00  0.302926E+00
  35.116310  0.818976E+00  0.299535E+00
  35.143520  0.818273E+00  0.295520E+00
  35.170730  0.818273E+00  0.291561E+00
  35.197940  0.818633E+00  0.287511E+00
  35.225150  0.819817E+00  0.282938E+00
  35.252360  0.822662E+00  0.278483E+00
  35.279570  0.826875E+00  0.275274E+00
  35.306790  0.831557E+00  0.273545E+00
  35.334000  0.836371E+00  0.272950E+00
  35.361210  0.841385E+00  0.273520E+00
  35.388420  0.846397E+00  0.275507E+00
  35.415630  0.851020E+00  0.279085E+00
  35.442840  0.854671E+00  0.284268E+00
  35.470050  0.856814E+00  0.290690E+00
  35.497270  0.857175E+00  0.297994E+00
  35.524480  0.855278E+00  0.305768E+00
  35.551690  0.850786E+00  0.313061E+00
  35.578900  0.844072E+00  0.318818E+00
  35.606110  0.835740E+00  0.322286E+00
  35.633320  0.827116E+00  0.322678E+00
  35.660530  0.819900E+00  0.320789E+00
  35.687740  0.814376E+00  0.318023E+00
  35.714960  0.810118E+00  0.315227E+00
  35.742170  0.806514E+00  0.312849E+00
  35.769380  0.802648E+00  0.310834E+00
  35.796590  0.798016E+00  0.308095E+00
  35.823800  0.793512E+00  0.303583E+00
  35.851010  0.790522E+00  0.297463E+00
  35.878220  0.789814E+00  0.290809E+00
  35.905440  0.791310E+00  0.284734E+00
  35.932650  0.794453E+00  0.280027E+00
  35.959860  0.798534E+00  0.276990E+00
  35.987070  0.802995E+00  0.275646E+00
  36.014280  0.807402E+00  0.275908E+00
  36.041490  0.811450E+00  0.277575E+00
  36.068700  0.815184E+00  0.280570E+00
  36.095920  0.818390E+00  0.285498E+00
  36.123130  0.819758E+00  0.292672E+00
  36.150340  0.817821E+00  0.301140E+00
  36.177550  0.811874E+00  0.308903E+00
  36.204760  0.803023E+00  0.313719E+00
  36.231970  0.793342E+00  0.314770E+00
  36.259180  0.785452E+00  0.312645E+00
  36.286400  0.779936E+00  0.310443E+00
  36.313610  0.774540E+00  0.309199E+00
  36.340820  0.768021E+00  0.307668E+00
  36.368030  0.760843E+00  0.304557E+00
  36.395240  0.753920E+00  0.299491E+00
  36.422450  0.748393E+00  0.292495E+00
  36.449660  0.745085E+00  0.284781E+00
  36.476880  0.743452E+00  0.277340E+00
  36.504090  0.743103E+00  0.270184E+00
  36.531300  0.744121E+00  0.263677E+00
  36.558510  0.745970E+00  0.258288E+00
  36.585720  0.748101E+00  0.253822E+00
  36.612930  0.750452E+00  0.250068E+00
  36.640140  0.752893E+00  0.246997E+00
  36.667360  0.755492E+00  0.244449E+00
  36.694570  0.758237E+00  0.242769E+00
  36.721780  0.760681E+00  0.241871E+00
  36.748990  0.762869E+00  0.241681E+00
  36.776200  0.764389E+00  0.242376E+00
  36.803410  0.764688E+00  0.243526E+00
  36.830620  0.763654E+00  0.244397E+00
  36.857830  0.761659E+00  0.244259E+00
  36.885050  0.759535E+00  0.242806E+00
  36.912260  0.758046E+00  0.240398E+00
  36.939470  0.757402E+00  0.237742E+00
  36.966680  0.757287E+00  0.235281E+00
  36.993890  0.757361E+00  0.233021E+00
  37.021100  0.757552E+00  0.230804E+00
  37.048310  0.757952E+00  0.228615E+00
  37.075530  0.758543E+00  0.226584E+00
  37.102740  0.759161E+00  0.224696E+00
  37.129950  0.759868E+00  0.222775E+00
  37.157160  0.760850E+00  0.220985E+00
  37.184370  0.761865E+00  0.219541E+00
  37.211580  0.762654E+00  0.218199E+00
  37.238790  0.763389E+00  0.216597E+00
  37.266010  0.764575E+00  0.214758E+00
  37.293220  0.766470E+00  0.213254E+00
  37.320430  0.768664E+00  0.212664E+00
  37.347640  0.770481E+00  0.212960E+00
  37.374850  0.771604E+00  0.213731E+00
  37.402060  0.772052E+00  0.214694E+00
  37.429270  0.771712E+00  0.215746E+00
  37.456490  0.770438E+00  0.216506E+00
  37.483700  0.768283E+00  0.216596E+00
  37.510910  0.765308E+00  0.215199E+00
  37.538120  0.763238E+00  0.211643E+00
  37.565330  0.763169E+00  0.207805E+00
  37.592540  0.763996E+00  0.204770E+00
  37.619750  0.764870E+00  0.202340E+00
  37.646970  0.765419E+00  0.200017E+00
  37.674180  0.765711E+00  0.197156E+00
  37.701390  0.766398E+00  0.193284E+00
  37.728600  0.768446E+00  0.188661E+00
  37.755810  0.772259E+00  0.184310E+00
  37.783020  0.777345E+00  0.181061E+00
  37.810230  0.783097E+00  0.179082E+00
  37.837450  0.789149E+00  0.178369E+00
  37.864660  0.795204E+00  0.178860E+00
  37.891870  0.801038E+00  0.180480E+00
  37.919080  0.806452E+00  0.183086E+00
  37.946290  0.811433E+00  0.186568E+00
  37.973500  0.815855E+00  0.191091E+00
  38.000710  0.819218E+00  0.196692E+00
  38.027920  0.820878E+00  0.202864E+00
  38.055140  0.820915E+00  0.208536E+00
  38.082350  0.820188E+00  0.213311E+00
  38.109560  0.819188E+00  0.217421E+00
  38.136770  0.818282E+00  0.221106E+00
  38.163980  0.817531E+00  0.225075E+00
  38.191190  0.816141E+00  0.229662E+00
  38.218400  0.813492E+00  0.234256E+00
  38.245620  0.809735E+00  0.238109E+00
  38.272830  0.805380E+00  0.240839E+00
  38.300040  0.801007E+00  0.242475E+00
  38.327250  0.796965E+00  0.243305E+00
  38.354460  0.793461E+00  0.243733E+00
  38.381670  0.790328E+00  0.244364E+00
  38.408880  0.786669E+00  0.245429E+00
  38.436100  0.781813E+00  0.245828E+00
  38.463310  0.776801E+00  0.244581E+00
  38.490520  0.772515E+00  0.242323E+00
  38.517730  0.768791E+00  0.239452E+00
  38.544940  0.765683E+00  0.235863E+00
  38.572150  0.763613E+00  0.231665E+00
  38.599360  0.762745E+00  0.227465E+00
  38.626580  0.762671E+00  0.223615E+00
  38.653790  0.763160E+00  0.219991E+00
  38.681000  0.764290E+00  0.216567E+00
  38.708210  0.766084E+00  0.213496E+00
  38.735420  0.768473E+00  0.210904E+00
  38.762630  0.771406E+00  0.208905E+00
  38.789840  0.774784E+00  0.207696E+00
  38.817060  0.778318E+00  0.207419E+00
  38.844270  0.781717E+00  0.207984E+00
  38.871480  0.784840E+00  0.209278E+00
  38.898690  0.787490E+00  0.211185E+00
  38.925900  0.789536E+00  0.213391E+00
  38.953110  0.791117E+00  0.215541E+00
  38.980320  0.792667E+00  0.217468E+00
  39.007540  0.794604E+00  0.219522E+00
  39.034750  0.796831E+00  0.222217E+00
  39.061960  0.798958E+00  0.225768E+00
  39.089170  0.800617E+00  0.230120E+00
  39.116380  0.801543E+00  0.234991E+00
  39.143590  0.801861E+00  0.240002E+00
  39.170800  0.801928E+00  0.245205E+00
  39.198010  0.801860E+00  0.250951E+00
  39.225230  0.801494E+00  0.257731E+00
  39.252440  0.800192E+00  0.266127E+00
  39.279650  0.796306E+00  0.276232E+00
  39.306860  0.788321E+00  0.286006E+00
  39.334070  0.777321E+00  0.293085E+00
  39.361280  0.764926E+00  0.296957E+00
  39.388490  0.752327E+00  0.297459E+00
  39.415710  0.740911E+00  0.294901E+00
  39.442920  0.731702E+00  0.290407E+00
  39.470130  0.724812E+00  0.285333E+00
  39.497340  0.719666E+00  0.280744E+00
  39.524550  0.715090E+00  0.276996E+00
  39.551760  0.710484E+00  0.273255E+00
  39.578970  0.706300E+00  0.269216E+00
  39.606190  0.702607E+00  0.265049E+00
  39.633400  0.699400E+00  0.260735E+00
  39.660610  0.696764E+00  0.256283E+00
  39.687820  0.694861E+00  0.251704E+00
  39.715030  0.694013E+00  0.247314E+00
  39.742240  0.694039E+00  0.243791E+00
  39.769450  0.694277E+00  0.241331E+00
  39.796670  0.694299E+00  0.239659E+00
  39.823880  0.694008E+00  0.238509E+00
  39.851090  0.693341E+00  0.237726E+00
  39.878300  0.692310E+00  0.237075E+00
  39.905510  0.691146E+00  0.236527E+00
  39.932720  0.689778E+00  0.236353E+00
  39.959930  0.687798E+00  0.236489E+00
  39.987150  0.684990E+00  0.236459E+00
  40.014360  0.681731E+00  0.235768E+00
  40.041570  0.678376E+00  0.234558E+00
  40.068780  0.674987E+00  0.232692E+00
  40.095990  0.672097E+00  0.230191E+00
  40.123200  0.669918E+00  0.227603E+00
  40.150410  0.668185E+00  0.225260E+00
  40.177630  0.666736E+00  0.223173E+00
  40.204840  0.665496E+00  0.221467E+00
  40.232050  0.664247E+00  0.220164E+00
  40.259260  0.662931E+00  0.219159E+00
  40.286470  0.661578E+00  0.218537E+00
  40.313680  0.659985E+00  0.218482E+00
  40.340890  0.657720E+00  0.218910E+00
  40.368100  0.654564E+00  0.219379E+00
  40.395320  0.650622E+00  0.219453E+00
  40.422530  0.646294E+00  0.218808E+00
  40.449740  0.642131E+00  0.217585E+00
  40.476950  0.638276E+00  0.216300E+00
  40.504160  0.634443E+00  0.215223E+00
  40.531370  0.630497E+00  0.214324E+00
  40.558580  0.626427E+00  0.213768E+00
  40.585800  0.621974E+00  0.213816E+00
  40.613010  0.616686E+00  0.214580E+00
  40.640220  0.610069E+00  0.216021E+00
  40.667430  0.601441E+00  0.218065E+00
  40.694640  0.589870E+00  0.220292E+00
  40.721850  0.574171E+00  0.221915E+00
  40.749060  0.552541E+00  0.221096E+00
  40.776280  0.523149E+00  0.213079E+00
